company_id,surface,lemma,pos
ntt-holding,AI,AI,NOUN
ntt-holding,組み合わせる,組み合わせる,VERB
ntt-holding,より,よる,VERB
ntt-holding,ビジネス,ビジネス,NOUN
ntt-holding,高度化,高度化,NOUN
ntt-holding,加え,加える,VERB
ntt-holding,光量子,光量子,NOUN
ntt-holding,コンピュータ,コンピュータ,NOUN
ntt-holding,量子,量子,NOUN
ntt-holding,ビット,ビット,NOUN
ntt-holding,実用,実用,NOUN
ntt-holding,レベル,レベル,NOUN
ntt-holding,量子,量子,NOUN
ntt-holding,ビット,ビット,NOUN
ntt-holding,達成,達成,NOUN
ntt-holding,向け,向ける,VERB
ntt-holding,開発,開発,NOUN
ntt-holding,"

","

",NOUN
ntt-holding,社名,社名,NOUN
ntt-holding,NTT,NTT,PROPN
ntt-holding,株式会社,株式会社,NOUN
ntt-holding,改め,改める,VERB
ntt-holding,踏み出し,踏み出す,VERB
ntt-holding,節目,節目,NOUN
ntt-holding,民営化,民営化,NOUN
ntt-holding,策定,策定,VERB
ntt-holding,Corporate Identity,corporate identity,NOUN
ntt-holding,見直し,見直す,VERB
ntt-holding,NTT,NTT,PROPN
ntt-holding,Group,Group,NOUN
ntt-holding,Core,Core,NOUN
ntt-holding,制定,制定,NOUN
ntt-holding,"

","

",NOUN
ntt-holding,人々,人々,NOUN
ntt-holding,豊か,豊か,ADJ
ntt-holding,暮らし,暮らし,NOUN
ntt-holding,地球,地球,NOUN
ntt-holding,未来,未来,NOUN
ntt-holding,発想,発想,NOUN
ntt-holding,原点,原点,NOUN
ntt-holding,自己,自己,NOUN
ntt-holding,革新,革新,NOUN
ntt-holding,続け,続ける,VERB
ntt-holding,世の中,世の中,NOUN
ntt-holding,ダイナミック,ダイナミック,ADJ
ntt-holding,もたらす,もたらす,VERB
ntt-holding,めざす,めざす,VERB
ntt-holding,"

","

",NOUN
ntt-holding,世界,世界,NOUN
ntt-holding,社員,社員,NOUN
ntt-holding,とも,とも,NOUN
ntt-holding,NTT,NTT,PROPN
ntt-holding,Group,Group,NOUN
ntt-holding,Core,Core,NOUN
ntt-holding,据え,据える,VERB
ntt-holding,挑戦,挑戦,NOUN
ntt-holding,挑ん,挑む,VERB
ntt-holding,"

","

",NOUN
ntt-holding,最後,最後,NOUN
ntt-holding,とっ,とる,VERB
ntt-holding,良い,良い,ADJ
ntt-holding,飛躍,飛躍,NOUN
ntt-docomo,謹ん,謹む,NOUN
ntt-docomo,"

","

",NOUN
ntt-docomo,前提,前提,NOUN
ntt-docomo,常識,常識,NOUN
ntt-docomo,産業,産業,NOUN
ntt-docomo,構造,構造,NOUN
ntt-docomo,急速,急速,ADJ
ntt-docomo,書き換え,書き換える,VERB
ntt-docomo,時代,時代,NOUN
ntt-docomo,立っ,立つ,VERB
ntt-docomo,生成AI,生成AI,PROPN
ntt-docomo,はじめ,はじめ,NOUN
ntt-docomo,技術革新,技術革新,NOUN
ntt-docomo,産業,産業,NOUN
ntt-docomo,構造,構造,NOUN
ntt-docomo,大きな,大きな,ADJ
ntt-docomo,変化,変化,NOUN
ntt-docomo,もたらし,もたらす,VERB
ntt-docomo,NTTドコモ,NTTドコモ,PROPN
ntt-docomo,取り巻く,取り巻く,VERB
ntt-docomo,環境,環境,NOUN
ntt-docomo,スピード,スピード,NOUN
ntt-docomo,変化,変化,VERB
ntt-docomo,コンシューマ,コンシューマ,NOUN
ntt-docomo,市場,市場,NOUN
ntt-docomo,通信,通信,NOUN
ntt-docomo,サービス,サービス,NOUN
ntt-docomo,加え,加える,VERB
ntt-docomo,金融,金融,NOUN
ntt-docomo,ポイント,ポイント,NOUN
ntt-docomo,エンターテインメント,エンターテインメント,NOUN
ntt-docomo,含む,含む,VERB
ntt-docomo,経済圏,経済圏,NOUN
ntt-docomo,全体,全体,NOUN
ntt-docomo,競争,競争,NOUN
ntt-docomo,激し,激しい,ADJ
ntt-docomo,増し,増す,VERB
ntt-docomo,体験,体験,NOUN
ntt-docomo,高め,高める,VERB
ntt-docomo,以上,以上,NOUN
ntt-docomo,重要,重要,ADJ
ntt-docomo,法人,法人,NOUN
ntt-docomo,AI,AI,NOUN
ntt-docomo,クラウド,クラウド,NOUN
ntt-docomo,活用,活用,VERB
ntt-docomo,DX,DX,NOUN
ntt-docomo,加速,加速,VERB
ntt-docomo,産業,産業,NOUN
ntt-docomo,支える,支える,VERB
ntt-docomo,役割,役割,NOUN
ntt-docomo,期待,期待,NOUN
ntt-docomo,高まっ,高まる,VERB
ntt-docomo,"

","

",NOUN
ntt-docomo,環境,環境,NOUN
ntt-docomo,もと,もと,NOUN
ntt-docomo,NTTドコモ,NTTドコモ,PROPN
ntt-docomo,コーポレートアイデンティティ,コーポレートアイデンティティ,NOUN
ntt-docomo,策定,策定,VERB
ntt-docomo,スタート,スタート,NOUN
ntt-docomo,切り,切る,VERB
ntt-docomo,向け,向ける,VERB
ntt-docomo,位置,位置,VERB
ntt-docomo,づけ,づける,VERB
ntt-docomo,NTTドコモ,NTTドコモ,PROPN
ntt-docomo,NTTドコモ,NTTドコモ,PROPN
ntt-docomo,ビジネス,ビジネス,NOUN
ntt-docomo,NTTドコモ,NTTドコモ,PROPN
ntt-docomo,グローバル,グローバル,ADJ
ntt-docomo,NTTドコモ,NTTドコモ,PROPN
ntt-docomo,ソリューションズ,ソリューションズ,NOUN
ntt-docomo,一丸,一丸,NOUN
ntt-docomo,起点,起点,NOUN
ntt-docomo,運営,運営,NOUN
ntt-docomo,基づき,基づく,VERB
ntt-docomo,通信,通信,NOUN
ntt-docomo,創造,創造,NOUN
ntt-docomo,"

","

",NOUN
ntt-docomo,向け,向ける,VERB
ntt-docomo,実施,実施,VERB
ntt-docomo,取り組み,取り組み,NOUN
ntt-docomo,結ぶ,結ぶ,VERB
ntt-docomo,"

","

",NOUN
ntt-docomo,通信,通信,NOUN
ntt-docomo,ネットワーク,ネットワーク,NOUN
ntt-docomo,対策,対策,NOUN
ntt-docomo,手法,手法,NOUN
ntt-docomo,多角化,多角化,NOUN
ntt-docomo,AI,AI,NOUN
ntt-docomo,よる,よる,VERB
ntt-docomo,最適化,最適化,NOUN
ntt-docomo,通じ,通ずる,VERB
ntt-docomo,通信,通信,NOUN
ntt-docomo,サービス,サービス,NOUN
ntt-docomo,品質,品質,NOUN
ntt-docomo,引き続き,引き続く,VERB
ntt-docomo,基地局,基地局,NOUN
ntt-docomo,構築,構築,NOUN
ntt-docomo,加速,加速,VERB
ntt-docomo,最新,最新,NOUN
ntt-docomo,装置,装置,NOUN
ntt-docomo,機能,機能,NOUN
ntt-docomo,積極的,積極的,ADJ
ntt-docomo,導入,導入,VERB
ntt-docomo,ステークホルダー,ステークホルダー,NOUN
ntt-docomo,更なる,更なる,ADJ
ntt-docomo,改善,改善,NOUN
ntt-docomo,実感,実感,VERB
ntt-docomo,いただける,いただける,VERB
ntt-docomo,品質,品質,NOUN
ntt-docomo,レベル,レベル,NOUN
ntt-docomo,高め,高める,VERB
ntt-docomo,"

","

",NOUN
ntt-docomo,災害時,災害時,PROPN
ntt-docomo,通信,通信,NOUN
ntt-docomo,確保,確保,NOUN
ntt-docomo,生命線,生命線,ADJ
ntt-docomo,自治体,自治体,NOUN
ntt-docomo,地域,地域,NOUN
ntt-docomo,協力,協力,VERB
ntt-docomo,被災地,被災地,NOUN
ntt-docomo,通じ,通ずる,VERB
ntt-docomo,あんしん,あんしん,NOUN
ntt-docomo,安全,安全,ADJ
ntt-docomo,災害,災害,NOUN
ntt-docomo,強い,強い,ADJ
ntt-docomo,ネットワーク,ネットワーク,NOUN
ntt-docomo,づくり,づくり,NOUN
ntt-docomo,レジリエンス,レジリエンス,NOUN
ntt-docomo,未来,未来,NOUN
ntt-docomo,わたっ,わたる,VERB
ntt-docomo,信頼,信頼,VERB
ntt-docomo,通信,通信,NOUN
ntt-docomo,インフラ,インフラ,NOUN
ntt-docomo,"

","

",NOUN
ntt-docomo,顧客,顧客,NOUN
ntt-docomo,基盤,基盤,NOUN
ntt-docomo,マーケティング,マーケティング,NOUN
ntt-docomo,一環,一環,NOUN
ntt-docomo,ドコモ,ドコモ,PROPN
ntt-docomo,MAX,MAX,NOUN
ntt-docomo,開始,開始,VERB
ntt-docomo,多様化,多様化,NOUN
ntt-docomo,ニーズ,ニーズ,NOUN
ntt-docomo,あわせ,あわせる,VERB
ntt-docomo,"

","

",PROPN
ntt-docomo,特典,特典,NOUN
ntt-docomo,対象,対象,NOUN
ntt-docomo,サービス,サービス,NOUN
ntt-docomo,Lemino,lemino,PROPN
ntt-docomo,アニメ,アニメ,NOUN
ntt-docomo,ストア,ストア,NOUN
ntt-docomo,加え,加える,VERB
ntt-docomo,DAZN,DAZN,NOUN
ntt-docomo,for,for,NOUN
ntt-docomo,docomo,DOCOMO,PROPN
ntt-docomo,NBA,NBA,NOUN
ntt-docomo,docomo,DOCOMO,PROPN
ntt-docomo,合わせ,合わせる,VERB
ntt-docomo,サービス,サービス,NOUN
ntt-docomo,最大,最大,NOUN
ntt-docomo,サービス,サービス,NOUN
ntt-docomo,追加料金,追加料金,NOUN
ntt-docomo,なし,なし,NOUN
ntt-docomo,ご利用,ご利用,NOUN
ntt-docomo,いただける,いただける,VERB
ntt-docomo,コンテンツ,コンテンツ,NOUN
ntt-docomo,分野,分野,NOUN
ntt-docomo,業務提携,業務提携,VERB
ntt-docomo,契約,契約,VERB
ntt-docomo,株式会社,株式会社,NOUN
ntt-docomo,WOWOW,WOWOW,PROPN
ntt-docomo,音楽,音楽,NOUN
ntt-docomo,ライブ,ライブ,NOUN
ntt-docomo,コンテンツ,コンテンツ,NOUN
ntt-docomo,超大作,超大作,NOUN
ntt-docomo,オリジナル,オリジナル,NOUN
ntt-docomo,ドラマ,ドラマ,NOUN
ntt-docomo,Lemino,lemino,PROPN
ntt-docomo,加わる,加わる,VERB
ntt-docomo,サービス,サービス,NOUN
ntt-docomo,拡充,拡充,NOUN
ntt-docomo,多く,多く,NOUN
ntt-docomo,魅力的,魅力的,ADJ
ntt-docomo,"

","

",NOUN
ntt-docomo,スマート,スマート,ADJ
ntt-docomo,ライフ,ライフ,NOUN
ntt-docomo,領域,領域,NOUN
ntt-docomo,カード,カード,NOUN
ntt-docomo,PLATINUM,platinum,PROPN
ntt-docomo,開始,開始,NOUN
ntt-docomo,か月,か月,NOUN
ntt-docomo,契約,契約,NOUN
ntt-docomo,突破,突破,NOUN
ntt-docomo,ドコモ,ドコモ,PROPN
ntt-docomo,でんき,でんき,NOUN
ntt-docomo,契約,契約,NOUN
ntt-docomo,突破,突破,VERB
ntt-docomo,金融,金融,NOUN
ntt-docomo,分野,分野,NOUN
ntt-docomo,イエナカ,イエナカ,NOUN
ntt-docomo,分野,分野,NOUN
ntt-docomo,着実,着実,ADJ
ntt-docomo,広がり,広がる,VERB
ntt-docomo,ポイント,ポイント,NOUN
ntt-docomo,ドコモ,ドコモ,PROPN
ntt-docomo,データ,データ,NOUN
ntt-docomo,活用,活用,VERB
ntt-docomo,マーケティング,マーケティング,NOUN
ntt-docomo,ソリューション,ソリューション,NOUN
ntt-docomo,提案,提案,NOUN
ntt-docomo,地域,地域,NOUN
ntt-docomo,リーグ,リーグ,NOUN
ntt-docomo,クラブ,クラブ,NOUN
ntt-docomo,連携,連携,VERB
ntt-docomo,イベント,イベント,NOUN
ntt-docomo,開催,開催,NOUN
ntt-docomo,活動,活動,NOUN
ntt-docomo,積極的,積極的,ADJ
ntt-docomo,実施,実施,VERB
ntt-docomo,"

","

",NOUN
ntt-docomo,昨年末,昨年末,NOUN
ntt-docomo,社名,社名,NOUN
ntt-docomo,発表,発表,VERB
ntt-docomo,ドコモ,ドコモ,PROPN
ntt-docomo,SMTB,SMTB,PROPN
ntt-docomo,ネット銀行,ネット銀行,NOUN
ntt-docomo,始動,始動,VERB
ntt-docomo,ドコモ,ドコモ,PROPN
ntt-docomo,もつ,もつ,NOUN
ntt-docomo,超す,超す,VERB
ntt-docomo,会員,会員,NOUN
ntt-docomo,基盤,基盤,NOUN
ntt-docomo,ドコモ,ドコモ,PROPN
ntt-docomo,SMTB,SMTB,PROPN
ntt-docomo,ネット銀行,ネット銀行,NOUN
ntt-docomo,最新,最新,NOUN
ntt-docomo,テクノロジー,テクノロジー,NOUN
ntt-docomo,便利,便利,ADJ
ntt-docomo,安全性,安全性,NOUN
ntt-docomo,両立,両立,VERB
ntt-docomo,UI,UI,NOUN
ntt-docomo,UX,UX,NOUN
ntt-docomo,三井住友信託銀行,三井住友信託銀行,PROPN
ntt-docomo,高い,高い,ADJ
ntt-docomo,専門性,専門性,NOUN
ntt-docomo,寄り添う,寄り添う,NOUN
ntt-docomo,掛け合わせ,掛け合わせる,VERB
ntt-docomo,くらし,くらし,NOUN
ntt-docomo,金融,金融,NOUN
ntt-docomo,境目,境目,NOUN
ntt-docomo,未来,未来,NOUN
ntt-docomo,向け,向ける,VERB
ntt-docomo,サービス,サービス,NOUN
ntt-docomo,NEOBANK,neobank,NOUN
ntt-docomo,ドコモ,ドコモ,PROPN
ntt-docomo,SMTB,SMTB,PROPN
ntt-docomo,ネット銀行,ネット銀行,NOUN
ntt-docomo,期待,期待,VERB
ntt-docomo,"

","

",NOUN
ntt-docomo,スマート,スマート,ADJ
ntt-docomo,ライフ,ライフ,NOUN
ntt-docomo,領域,領域,NOUN
ntt-docomo,拡充,拡充,NOUN
ntt-docomo,加速,加速,VERB
ntt-docomo,豊か,豊か,ADJ
ntt-docomo,暮らし,暮らし,NOUN
ntt-docomo,届け,届ける,VERB
ntt-docomo,"

","

",NOUN
ntt-docomo,法人,法人,NOUN
ntt-docomo,AI,AI,NOUN
ntt-docomo,IoT,IoT,PROPN
ntt-docomo,デジタル,デジタル,NOUN
ntt-docomo,BPO,BPO,NOUN
ntt-docomo,地域,地域,NOUN
ntt-docomo,中小企業,中小企業,NOUN
ntt-docomo,DX,DX,NOUN
ntt-docomo,言っ,言う,VERB
ntt-docomo,重点,重点,NOUN
ntt-docomo,領域,領域,NOUN
ntt-docomo,NTTドコモ,NTTドコモ,PROPN
ntt-docomo,牽引,牽引,VERB
ntt-docomo,引き続き,引き続く,VERB
ntt-docomo,AI,AI,NOUN
ntt-docomo,Centric,centric,NOUN
ntt-docomo,ICT,ICT,NOUN
ntt-docomo,プラットフォーム,プラットフォーム,NOUN
ntt-docomo,構想,構想,NOUN
ntt-docomo,日本,日本,PROPN
ntt-docomo,産業,産業,NOUN
ntt-docomo,地域,地域,NOUN
ntt-docomo,DX,DX,NOUN
ntt-docomo,支える,支える,VERB
ntt-docomo,存在,存在,NOUN
ntt-docomo,大きく,大きい,ADJ
ntt-docomo,前進,前進,VERB
ntt-docomo,"

","

",NOUN
ntt-docomo,AI,AI,NOUN
ntt-docomo,NTTドコモ,NTTドコモ,PROPN
ntt-docomo,全体,全体,NOUN
ntt-docomo,進化,進化,NOUN
ntt-docomo,加速,加速,VERB
ntt-docomo,"

","

",NOUN
ntt-docomo,困っ,困る,VERB
ntt-docomo,寄り添い,寄り添う,VERB
ntt-docomo,答える,答える,VERB
ntt-docomo,AI,AI,NOUN
ntt-docomo,最適,最適,ADJ
ntt-docomo,サービス,サービス,NOUN
ntt-docomo,提案,提案,VERB
ntt-docomo,AI,AI,NOUN
ntt-docomo,法人,法人,NOUN
ntt-docomo,業務,業務,NOUN
ntt-docomo,自律的,自律的,ADJ
ntt-docomo,AI,AI,NOUN
ntt-docomo,NTTドコモ,NTTドコモ,PROPN
ntt-docomo,サービス,サービス,NOUN
ntt-docomo,AI,AI,NOUN
ntt-docomo,当たり前,当たり前,ADJ
ntt-docomo,組み込ま,組み込む,VERB
ntt-docomo,サービス,サービス,NOUN
ntt-docomo,進化,進化,VERB
ntt-docomo,サービス,サービス,NOUN
ntt-docomo,寄り添う,寄り添う,VERB
ntt-docomo,AI,AI,NOUN
ntt-docomo,組み込み,組み込む,VERB
ntt-docomo,創造,創造,NOUN
ntt-docomo,挑戦,挑戦,VERB
ntt-docomo,"

","

",NOUN
ntt-docomo,NTTドコモ,NTTドコモ,PROPN
ntt-docomo,起点,起点,NOUN
ntt-docomo,運営,運営,NOUN
ntt-docomo,もと,もと,NOUN
ntt-docomo,ビジョン,ビジョン,NOUN
ntt-docomo,テクノロジー,テクノロジー,NOUN
ntt-docomo,人間力,人間力,NOUN
ntt-docomo,新しい,新しい,ADJ
ntt-docomo,つながり,つながり,NOUN
ntt-docomo,生み,生む,VERB
ntt-docomo,踊る,踊る,VERB
ntt-docomo,創造,創造,NOUN
ntt-docomo,世界,世界,NOUN
ntt-docomo,豊か,豊か,ADJ
ntt-docomo,幸せ,幸せ,ADJ
ntt-docomo,向け,向ける,VERB
ntt-docomo,一丸,一丸,NOUN
ntt-docomo,"

","

",PROPN
ntt-docomo,とっ,とる,VERB
ntt-docomo,豊か,豊か,ADJ
ntt-docomo-business,謹ん,謹む,NOUN
ntt-docomo-business,年中,年中,NOUN
ntt-docomo-business,格別,格別,ADJ
ntt-docomo-business,高配,高配,NOUN
ntt-docomo-business,賜り,賜る,VERB
ntt-docomo-business,深く,深い,ADJ
ntt-docomo-business,御礼,御礼,VERB
ntt-docomo-business,"

","

",NOUN
ntt-docomo-business,NTT,NTT,PROPN
ntt-docomo-business,全体,全体,NOUN
ntt-docomo-business,CI,CI,NOUN
ntt-docomo-business,コーポレートアイデンティティ,コーポレートアイデンティティ,NOUN
ntt-docomo-business,刷新,刷新,VERB
ntt-docomo-business,社名,社名,NOUN
ntt-docomo-business,NTT,NTT,PROPN
ntt-docomo-business,コミュニケーションズ,コミュニケーションズ,PROPN
ntt-docomo-business,NTTドコモ,NTTドコモ,PROPN
ntt-docomo-business,ビジネス,ビジネス,NOUN
ntt-docomo-business,変更,変更,VERB
ntt-docomo-business,チャレンジ,チャレンジ,NOUN
ntt-docomo-business,ステージ,ステージ,NOUN
ntt-docomo-business,入り,入る,VERB
ntt-docomo-business,"

","

",PROPN
ntt-docomo-business,NTT,NTT,PROPN
ntt-docomo-business,コミュニケーションズ,コミュニケーションズ,PROPN
ntt-docomo-business,設立,設立,NOUN
ntt-docomo-business,チャレンジ,チャレンジ,NOUN
ntt-docomo-business,重ね,重ねる,VERB
ntt-docomo-business,グローバル,グローバル,ADJ
ntt-docomo-business,ソリューション,ソリューション,NOUN
ntt-docomo-business,総合,総合,NOUN
ntt-docomo-business,ICT,ICT,NOUN
ntt-docomo-business,ソリューション,ソリューション,NOUN
ntt-docomo-business,プロバイダー,プロバイダー,NOUN
ntt-docomo-business,蓄積,蓄積,NOUN
ntt-docomo-business,進化,進化,VERB
ntt-docomo-business,ソリューション,ソリューション,NOUN
ntt-docomo-business,加え,加える,VERB
ntt-docomo-business,従来,従来,NOUN
ntt-docomo-business,大企業,大企業,NOUN
ntt-docomo-business,地域,地域,NOUN
ntt-docomo-business,中小企業,中小企業,NOUN
ntt-docomo-business,ワンストップ,ワンストップ,NOUN
ntt-docomo-business,"

","

",NOUN
ntt-docomo-business,日本,日本,PROPN
ntt-docomo-business,少子高齢化,少子高齢化,NOUN
ntt-docomo-business,都市,都市,NOUN
ntt-docomo-business,地方,地方,NOUN
ntt-docomo-business,格差,格差,NOUN
ntt-docomo-business,課題,課題,NOUN
ntt-docomo-business,直面,直面,VERB
ntt-docomo-business,解決,解決,VERB
ntt-docomo-business,テクノロジー,テクノロジー,NOUN
ntt-docomo-business,大きな,大きな,ADJ
ntt-docomo-business,役割,役割,NOUN
ntt-docomo-business,担っ,担う,VERB
ntt-docomo-business,時代,時代,NOUN
ntt-docomo-business,主役,主役,NOUN
ntt-docomo-business,AI,AI,NOUN
ntt-docomo-business,加速度,加速度,NOUN
ntt-docomo-business,想像,想像,NOUN
ntt-docomo-business,言わ,言う,VERB
ntt-docomo-business,未来,未来,NOUN
ntt-docomo-business,現実,現実,NOUN
ntt-docomo-business,欠かせ,欠かせる,VERB
ntt-docomo-business,技術,技術,NOUN
ntt-docomo-business,"

","

",NOUN
ntt-docomo-business,未来,未来,NOUN
ntt-docomo-business,機能,機能,NOUN
ntt-docomo-business,地方,地方,NOUN
ntt-docomo-business,含め,含める,VERB
ntt-docomo-business,全国,全国,NOUN
ntt-docomo-business,分散,分散,VERB
ntt-docomo-business,自律的,自律的,NOUN
ntt-docomo-business,互い,互い,NOUN
ntt-docomo-business,連携,連携,VERB
ntt-docomo-business,課題,課題,NOUN
ntt-docomo-business,解決,解決,VERB
ntt-docomo-business,豊か,豊か,ADJ
ntt-docomo-business,未来,未来,NOUN
ntt-docomo-business,向け,向ける,VERB
ntt-docomo-business,自律,自律,NOUN
ntt-docomo-business,分散,分散,NOUN
ntt-docomo-business,協調,協調,NOUN
ntt-docomo-business,進展,進展,VERB
ntt-docomo-business,"

","

",PROPN
ntt-docomo-business,自律,自律,NOUN
ntt-docomo-business,分散,分散,NOUN
ntt-docomo-business,協調,協調,NOUN
ntt-docomo-business,支える,支える,VERB
ntt-docomo-business,基盤,基盤,NOUN
ntt-docomo-business,AI,AI,NOUN
ntt-docomo-business,時代,時代,NOUN
ntt-docomo-business,最適,最適,ADJ
ntt-docomo-business,次世代,次世代,NOUN
ntt-docomo-business,ICT,ICT,NOUN
ntt-docomo-business,プラットフォーム,プラットフォーム,NOUN
ntt-docomo-business,AI,AI,NOUN
ntt-docomo-business,Centric,centric,NOUN
ntt-docomo-business,ICT,ICT,NOUN
ntt-docomo-business,プラットフォーム,プラットフォーム,NOUN
ntt-docomo-business,構想,構想,NOUN
ntt-docomo-business,進化,進化,VERB
ntt-docomo-business,分散,分散,NOUN
ntt-docomo-business,柔軟,柔軟,ADJ
ntt-docomo-business,安全,安全,NOUN
ntt-docomo-business,リーズナブル,リーズナブル,NOUN
ntt-docomo-business,ニーズ,ニーズ,NOUN
ntt-docomo-business,応え,応える,VERB
ntt-docomo-business,NTT,NTT,PROPN
ntt-docomo-business,最先端技術,最先端技術,NOUN
ntt-docomo-business,結集,結集,VERB
ntt-docomo-business,IOWN,IOWN,NOUN
ntt-docomo-business,連携,連携,VERB
ntt-docomo-business,テクノロジー,テクノロジー,NOUN
ntt-docomo-business,進化,進化,NOUN
ntt-docomo-business,合わせ,合わせる,VERB
ntt-docomo-business,発展,発展,VERB
ntt-docomo-business,"

","

",PROPN
ntt-docomo-business,AI,AI,NOUN
ntt-docomo-business,Centric,centric,NOUN
ntt-docomo-business,ICT,ICT,NOUN
ntt-docomo-business,プラットフォーム,プラットフォーム,NOUN
ntt-docomo-business,ベース,ベース,NOUN
ntt-docomo-business,産業,産業,NOUN
ntt-docomo-business,地域,地域,NOUN
ntt-docomo-business,DX,DX,NOUN
ntt-docomo-business,ソリューション,ソリューション,NOUN
ntt-docomo-business,支える,支える,VERB
ntt-docomo-business,AI,AI,NOUN
ntt-docomo-business,IoT,IoT,PROPN
ntt-docomo-business,デジタル,デジタル,NOUN
ntt-docomo-business,BPO,BPO,NOUN
ntt-docomo-business,加え,加える,VERB
ntt-docomo-business,地域,地域,NOUN
ntt-docomo-business,DX,DX,NOUN
ntt-docomo-business,含め,含める,VERB
ntt-docomo-business,重点,重点,NOUN
ntt-docomo-business,領域,領域,NOUN
ntt-docomo-business,豊か,豊か,ADJ
ntt-docomo-business,未来,未来,NOUN
ntt-docomo-business,"

","

",NOUN
ntt-docomo-business,最先端,最先端,NOUN
ntt-docomo-business,テクノロジー,テクノロジー,NOUN
ntt-docomo-business,イノベーション,イノベーション,NOUN
ntt-docomo-business,駆使,駆使,VERB
ntt-docomo-business,地域,地域,NOUN
ntt-docomo-business,持続的,持続的,ADJ
ntt-docomo-business,支える,支える,VERB
ntt-docomo-business,産業,産業,NOUN
ntt-docomo-business,地域,地域,NOUN
ntt-docomo-business,DX,DX,NOUN
ntt-docomo-business,プラット,プラット,PROPN
ntt-docomo-business,フォーマー,フォーマー,PROPN
ntt-docomo-business,驚き,驚き,NOUN
ntt-docomo-business,感動,感動,NOUN
ntt-docomo-business,届け,届ける,VERB
ntt-docomo-business,努力,努力,NOUN
ntt-docomo-business,重ね,重ねる,VERB
ntt-docomo-business,"

","

",NOUN
ntt-docomo-business,引き続き,引き続く,VERB
ntt-docomo-business,指導,指導,VERB
ntt-docomo-business,鞭撻,鞭撻,VERB
ntt-docomo-business,お願い,お願い,VERB
ntt-data,あたり,あたる,VERB
ntt-data,謹ん,謹む,VERB
ntt-data,"

","

",PROPN
ntt-data,とっ,とる,VERB
ntt-data,大きな,大きな,ADJ
ntt-data,転換点,転換点,NOUN
ntt-data,同年,同年,NOUN
ntt-data,株式会社,株式会社,NOUN
ntt-data,NTTデータグループ,NTTデータグループ,PROPN
ntt-data,NTT,NTT,PROPN
ntt-data,株式会社,株式会社,NOUN
ntt-data,よる,よる,VERB
ntt-data,公開,公開,NOUN
ntt-data,買付,買付,NOUN
ntt-data,TOB,TOB,NOUN
ntt-data,成立,成立,NOUN
ntt-data,もっ,もつ,VERB
ntt-data,完全,完全,ADJ
ntt-data,子会社,子会社,NOUN
ntt-data,より,よる,VERB
ntt-data,NTT,NTT,PROPN
ntt-data,日本国内,日本国内,NOUN
ntt-data,グローバル,グローバル,ADJ
ntt-data,ビジネス,ビジネス,NOUN
ntt-data,牽引,牽引,VERB
ntt-data,存在,存在,NOUN
ntt-data,重要,重要,ADJ
ntt-data,役割,役割,NOUN
ntt-data,担う,担う,VERB
ntt-data,今後,今後,NOUN
ntt-data,グローバル,グローバル,ADJ
ntt-data,市場,市場,NOUN
ntt-data,展開,展開,NOUN
ntt-data,M＆A,M&A,NOUN
ntt-data,投資,投資,NOUN
ntt-data,余力,余力,NOUN
ntt-data,高め,高める,VERB
ntt-data,持続的,持続的,ADJ
ntt-data,発展,発展,NOUN
